id,label,errors,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10
DATASET_2_subject1,EfficientPhys.rlap,"{'TSCAN.rlap': 1.1008079101833488, 'PhysNet.rlap': 1.0108079101833454, 'EfficientPhys.rlap': 0.8308079101833528, 'PhysMamba.rlap': 0.9208079101833562, 'RhythmMamba.rlap': 1.0108079101833454, 'PhysFormer.rlap': 0.8308079101833528, 'ME-chunk.rlap': 0.9208079101833562, 'ME-flow.rlap': 0.9208079101833562}",0.47496012,0.5755492,0.5450963,0.12668298,0.5378849,0.0,0.10311502,0.049557965,0.08162591,0.8978522,0.3145748
DATASET_2_subject10,TSCAN.rlap,"{'TSCAN.rlap': 5.22726069245509, 'PhysNet.rlap': 6.127260692455081, 'EfficientPhys.rlap': 6.217260692455085, 'PhysMamba.rlap': 5.947260692455089, 'RhythmMamba.rlap': 6.037260692455078, 'PhysFormer.rlap': 6.127260692455081, 'ME-chunk.rlap': 5.947260692455089, 'ME-flow.rlap': 6.127260692455081}",0.5305648,0.5512213,0.5771662,0.09196886,0.51587766,0.0,0.2105822,0.058368284,0.07488051,0.8042256,0.34457803
DATASET_2_subject11,PhysFormer.rlap,"{'TSCAN.rlap': 2.749736571113857, 'PhysNet.rlap': 4.000263428886143, 'EfficientPhys.rlap': 2.3897365711138434, 'PhysMamba.rlap': 2.749736571113857, 'RhythmMamba.rlap': 2.3897365711138434, 'PhysFormer.rlap': 1.8497365711138516, 'ME-chunk.rlap': 3.3797365711138525, 'ME-flow.rlap': 2.5697365711138502}",0.4816713,0.78931516,0.53451604,0.16073315,0.55228627,0.0,0.89968055,0.058955893,0.112438954,0.88667953,0.3279174
DATASET_2_subject12,PhysFormer.rlap,"{'TSCAN.rlap': 0.5632973500833032, 'PhysNet.rlap': 0.6532973500833066, 'EfficientPhys.rlap': nan, 'PhysMamba.rlap': 0.4732973500832997, 'RhythmMamba.rlap': 0.6532973500833066, 'PhysFormer.rlap': 0.3832973500833105, 'ME-chunk.rlap': 0.5632973500833032, 'ME-flow.rlap': 0.5632973500833032}",0.49717653,0.49538493,0.5579786,0.13444601,0.5319103,0.0,0.0683069,0.055420756,0.088495605,0.80350596,0.3480492
DATASET_2_subject13,PhysNet.rlap,"{'TSCAN.rlap': 2.7620592955730814, 'PhysNet.rlap': 2.5820592955730888, 'EfficientPhys.rlap': 2.672059295573078, 'PhysMamba.rlap': 3.392059295573077, 'RhythmMamba.rlap': 3.572059295573084, 'PhysFormer.rlap': 3.122059295573081, 'ME-chunk.rlap': 3.662059295573087, 'ME-flow.rlap': 3.212059295573084}",0.5221749,0.4783966,0.5717599,0.6063396,0.51473504,0.0,0.12781197,0.057561718,0.08016337,0.6571942,0.33369273
DATASET_2_subject14,RhythmMamba.rlap,"{'TSCAN.rlap': 5.456178450242689, 'PhysNet.rlap': 6.806178450242697, 'EfficientPhys.rlap': 4.286178450242687, 'PhysMamba.rlap': 6.716178450242694, 'RhythmMamba.rlap': 3.656178450242692, 'PhysFormer.rlap': 6.536178450242687, 'ME-chunk.rlap': 6.626178450242691, 'ME-flow.rlap': nan}",0.4666623,0.5968255,0.56272525,0.4678436,0.538832,0.0,0.6455616,0.053386025,0.12187828,0.8002366,0.3593187
DATASET_2_subject15,EfficientPhys.rlap,"{'TSCAN.rlap': 0.0731940486026019, 'PhysNet.rlap': 0.3768059513974009, 'EfficientPhys.rlap': 0.0168059513974014, 'PhysMamba.rlap': 0.7368059513974003, 'RhythmMamba.rlap': 0.6468059513973969, 'PhysFormer.rlap': 0.6468059513973969, 'ME-chunk.rlap': 0.5568059513973935, 'ME-flow.rlap': 0.8268059513973895}",0.4996942,0.59080535,0.53794754,0.3853442,0.5132978,0.0,0.1272123,0.0454639,0.07987153,0.8995891,0.34561664
DATASET_2_subject16,PhysFormer.rlap,"{'TSCAN.rlap': 0.3179263232038067, 'PhysNet.rlap': 0.0479263232037965, 'EfficientPhys.rlap': 0.2279263232038033, 'PhysMamba.rlap': 0.0479263232037965, 'RhythmMamba.rlap': 0.4979263232038136, 'PhysFormer.rlap': 0.0420736767962068, 'ME-chunk.rlap': 0.0479263232037965, 'ME-flow.rlap': 0.0479263232037965}",0.5761093,0.4655071,0.62863904,0.2182577,0.4893917,0.0,0.21319157,0.050813314,0.047276363,0.75522774,0.32838923
DATASET_2_subject17,PhysMamba.rlap,"{'TSCAN.rlap': 0.3041447024794621, 'PhysNet.rlap': 0.3258552975205475, 'EfficientPhys.rlap': 0.2358552975205441, 'PhysMamba.rlap': 0.1458552975205407, 'RhythmMamba.rlap': 0.5058552975205401, 'PhysFormer.rlap': 0.2358552975205441, 'ME-chunk.rlap': 0.1458552975205407, 'ME-flow.rlap': 0.3258552975205475}",0.5660592,0.42595157,0.610888,0.123659715,0.48422906,0.0,0.19493082,0.052990593,0.0460158,0.82106024,0.34605473
DATASET_2_subject18,PhysMamba.rlap,"{'TSCAN.rlap': 5.293330270549788, 'PhysNet.rlap': 5.023330270549778, 'EfficientPhys.rlap': 5.293330270549788, 'PhysMamba.rlap': 4.753330270549796, 'RhythmMamba.rlap': 4.933330270549803, 'PhysFormer.rlap': 4.753330270549796, 'ME-chunk.rlap': 5.023330270549778, 'ME-flow.rlap': 5.113330270549781}",0.5170373,0.38387874,0.54724526,0.067086205,0.457219,0.0,0.23176962,0.06786344,0.03929456,0.71918714,0.37090498
DATASET_2_subject20,RhythmMamba.rlap,"{'TSCAN.rlap': 4.7564547173509055, 'PhysNet.rlap': 4.12645471735091, 'EfficientPhys.rlap': 4.2164547173509135, 'PhysMamba.rlap': 3.8564547173509, 'RhythmMamba.rlap': 2.506454717350877, 'PhysFormer.rlap': 3.6764547173509214, 'ME-chunk.rlap': 3.6764547173509214, 'ME-flow.rlap': 3.766454717350896}",0.5358306,0.41233823,0.57014215,0.09370933,0.4565539,0.0,0.72038823,0.04384795,0.037572987,0.9423039,0.34840167
DATASET_2_subject22,RhythmMamba.rlap,"{'TSCAN.rlap': 2.2918746259858693, 'PhysNet.rlap': 1.93187462598587, 'EfficientPhys.rlap': 2.201874625985866, 'PhysMamba.rlap': 2.651874625985883, 'RhythmMamba.rlap': 0.6718746259858648, 'PhysFormer.rlap': 1.481874625985867, 'ME-chunk.rlap': 2.741874625985872, 'ME-flow.rlap': 2.741874625985872}",0.49622387,0.36788878,0.53875387,0.12023703,0.4777113,0.0,0.10192489,0.048728395,0.063220106,0.97651184,0.34787893
DATASET_2_subject23,TSCAN.rlap,"{'TSCAN.rlap': 2.201382116114374, 'PhysNet.rlap': 2.201382116114374, 'EfficientPhys.rlap': 2.74138211611438, 'PhysMamba.rlap': 2.6513821161143767, 'RhythmMamba.rlap': 2.5613821161143733, 'PhysFormer.rlap': 2.8313821161143835, 'ME-chunk.rlap': 3.1913821161143687, 'ME-flow.rlap': 3.1913821161143687}",0.4798478,0.5084236,0.55232996,0.27600425,0.52101165,0.0,0.489687,0.045043185,0.057724528,0.9739213,0.35506943
DATASET_2_subject24,PhysFormer.rlap,"{'TSCAN.rlap': 19.433958437560943, 'PhysNet.rlap': 17.273958437560964, 'EfficientPhys.rlap': 21.413958437560964, 'PhysMamba.rlap': 1.0860415624390356, 'RhythmMamba.rlap': 18.35395843756096, 'PhysFormer.rlap': 0.2760415624390333, 'ME-chunk.rlap': 0.8160415624390396, 'ME-flow.rlap': 17.453958437560956}",0.34373623,0.3399232,0.39439473,0.061237328,0.46549696,0.0,0.12684287,0.063763335,0.09654517,0.9936826,0.34320563
DATASET_2_subject25,ME-flow.rlap,"{'TSCAN.rlap': 0.9823287632962804, 'PhysNet.rlap': 0.71232876329627, 'EfficientPhys.rlap': 1.0723287632962697, 'PhysMamba.rlap': 0.71232876329627, 'RhythmMamba.rlap': 0.5323287632962774, 'PhysFormer.rlap': 0.71232876329627, 'ME-chunk.rlap': 0.71232876329627, 'ME-flow.rlap': 0.442328763296274}",0.55674434,0.38844362,0.6441536,0.13323012,0.521432,0.0,0.06302132,0.051741242,0.06552538,0.88035184,0.35781306
DATASET_2_subject26,PhysFormer.rlap,"{'TSCAN.rlap': 0.4817214147240349, 'PhysNet.rlap': 0.2117214147240389, 'EfficientPhys.rlap': 1.2017214147240338, 'PhysMamba.rlap': 0.4817214147240349, 'RhythmMamba.rlap': 0.1482785852759605, 'PhysFormer.rlap': 0.0317214147240463, 'ME-chunk.rlap': 0.1217214147240355, 'ME-flow.rlap': 0.2117214147240389}",0.4269602,0.3827371,0.4770507,0.08891097,0.53521484,0.0,0.10656003,0.05915423,0.19336407,0.98141944,0.33914506
DATASET_2_subject27,PhysNet.rlap,"{'TSCAN.rlap': 2.4834812283148158, 'PhysNet.rlap': 0.9534812283148284, 'EfficientPhys.rlap': 2.0334812283148125, 'PhysMamba.rlap': 2.5734812283148187, 'RhythmMamba.rlap': 1.7634812283148165, 'PhysFormer.rlap': 1.2234812283148244, 'ME-chunk.rlap': 1.4934812283148204, 'ME-flow.rlap': 1.4934812283148204}",0.5120153,0.33057046,0.5804165,0.09343942,0.4977882,0.0,0.7625518,0.06477975,0.089503944,0.73356146,0.35401377
DATASET_2_subject3,ME-chunk.rlap,"{'TSCAN.rlap': 1.4705076536031498, 'PhysNet.rlap': 1.740507653603146, 'EfficientPhys.rlap': 1.4705076536031498, 'PhysMamba.rlap': 0.8405076536031544, 'RhythmMamba.rlap': 2.3705076536031697, 'PhysFormer.rlap': 1.2905076536031572, 'ME-chunk.rlap': 0.750507653603151, 'ME-flow.rlap': 1.3805076536031464}",0.43256843,0.49389422,0.45653263,0.085017584,0.48063204,0.0,0.09629728,0.05571939,0.079051524,0.8991657,0.37636602
DATASET_2_subject30,ME-flow.rlap,"{'TSCAN.rlap': 3.4505616558187318, 'PhysNet.rlap': 1.8305616558187268, 'EfficientPhys.rlap': 3.2705616558187245, 'PhysMamba.rlap': 1.8305616558187268, 'RhythmMamba.rlap': 2.2805616558187296, 'PhysFormer.rlap': 2.460561655818722, 'ME-chunk.rlap': 1.8305616558187268, 'ME-flow.rlap': 1.7405616558187234}",0.49363422,0.60683805,0.53530574,0.28356186,0.54516774,0.0,0.45281252,0.04496748,0.115715176,0.93313175,0.35750592
DATASET_2_subject31,PhysMamba.rlap,"{'TSCAN.rlap': 0.5602798678388723, 'PhysNet.rlap': 0.3802798678388654, 'EfficientPhys.rlap': 0.290279867838862, 'PhysMamba.rlap': 0.2002798678388728, 'RhythmMamba.rlap': 0.2002798678388728, 'PhysFormer.rlap': 0.3802798678388654, 'ME-chunk.rlap': 0.3802798678388654, 'ME-flow.rlap': 0.3802798678388654}",0.5738477,0.49555114,0.6264069,0.12479424,0.5138968,0.0,0.08739528,0.06088428,0.07252524,0.87304187,0.35150123
DATASET_2_subject32,RhythmMamba.rlap,"{'TSCAN.rlap': 7.749451032556266, 'PhysNet.rlap': 8.019451032556262, 'EfficientPhys.rlap': 7.569451032556259, 'PhysMamba.rlap': 7.749451032556266, 'RhythmMamba.rlap': 7.389451032556266, 'PhysFormer.rlap': 7.749451032556266, 'ME-chunk.rlap': 7.749451032556266, 'ME-flow.rlap': 8.019451032556262}",0.46368942,0.68800324,0.5154379,0.19698685,0.5576305,0.0,0.07760352,0.044703364,0.113714784,0.95023596,0.33977154
DATASET_2_subject33,PhysFormer.rlap,"{'TSCAN.rlap': 1.53921175974439, 'PhysNet.rlap': 1.1792117597443903, 'EfficientPhys.rlap': 0.9092117597443944, 'PhysMamba.rlap': 1.1792117597443903, 'RhythmMamba.rlap': 0.8192117597443911, 'PhysFormer.rlap': 0.6392117597443985, 'ME-chunk.rlap': 0.8192117597443911, 'ME-flow.rlap': 0.8192117597443911}",0.5455046,0.5586546,0.600581,0.43732235,0.5133355,0.0,0.10633046,0.03294348,0.07273296,0.9062888,0.34627515
DATASET_2_subject34,ME-chunk.rlap,"{'TSCAN.rlap': 0.4270021142735203, 'PhysNet.rlap': 0.2470021142735277, 'EfficientPhys.rlap': 0.2470021142735277, 'PhysMamba.rlap': 0.1570021142735242, 'RhythmMamba.rlap': 0.3370021142735169, 'PhysFormer.rlap': 0.1570021142735242, 'ME-chunk.rlap': 0.0670021142735208, 'ME-flow.rlap': 0.0670021142735208}",0.45503122,0.7202026,0.5005899,0.30753508,0.5483074,0.0,0.16196053,0.054888584,0.10706054,0.867084,0.34765297
DATASET_2_subject35,EfficientPhys.rlap,"{'TSCAN.rlap': 9.247707251581955, 'PhysNet.rlap': 8.887707251581958, 'EfficientPhys.rlap': 8.707707251581965, 'PhysMamba.rlap': 8.707707251581965, 'RhythmMamba.rlap': 8.977707251581961, 'PhysFormer.rlap': 8.887707251581958, 'ME-chunk.rlap': 8.797707251581969, 'ME-flow.rlap': 8.977707251581961}",0.43656635,0.44476607,0.5030609,0.105706826,0.51278645,0.0,0.17126714,0.05076671,0.09145172,0.86797154,0.36999518
DATASET_2_subject36,ME-flow.rlap,"{'TSCAN.rlap': 1.8968442577526328, 'PhysNet.rlap': 1.7168442577526264, 'EfficientPhys.rlap': 2.07684425775264, 'PhysMamba.rlap': 1.626844257752623, 'RhythmMamba.rlap': 1.8968442577526328, 'PhysFormer.rlap': 1.8068442577526296, 'ME-chunk.rlap': 1.626844257752623, 'ME-flow.rlap': 1.4468442577526162}",0.5081156,0.55308175,0.5416056,0.2787454,0.49157345,0.0,0.21893926,0.06223176,0.09088376,0.8682294,0.3533048
DATASET_2_subject37,TSCAN.rlap,"{'TSCAN.rlap': 2.946922374132896, 'PhysNet.rlap': 3.126922374132896, 'EfficientPhys.rlap': 2.946922374132896, 'PhysMamba.rlap': 3.3069223741328955, 'RhythmMamba.rlap': 3.396922374132892, 'PhysFormer.rlap': 2.946922374132896, 'ME-chunk.rlap': 3.0369223741328923, 'ME-flow.rlap': 3.126922374132896}",0.54716593,0.5986771,0.5878431,0.13384572,0.51487976,0.0,0.122943886,0.042834472,0.061792485,0.9886419,0.36089954
DATASET_2_subject38,TSCAN.rlap,"{'TSCAN.rlap': 0.0667128101581653, 'PhysNet.rlap': 0.1132871898418415, 'EfficientPhys.rlap': 0.2467128101581721, 'PhysMamba.rlap': 0.2932871898418341, 'RhythmMamba.rlap': 0.5632871898418443, 'PhysFormer.rlap': 0.1132871898418415, 'ME-chunk.rlap': 0.2932871898418341, 'ME-flow.rlap': 0.4732871898418409}",0.467004,0.7913724,0.4941971,0.16723374,0.53444004,0.0,0.16290554,0.055953797,0.10269372,0.9921766,0.3713429
DATASET_2_subject39,RhythmMamba.rlap,"{'TSCAN.rlap': 0.2631629171362419, 'PhysNet.rlap': 0.1731629171362385, 'EfficientPhys.rlap': 0.3531629171362453, 'PhysMamba.rlap': 0.3531629171362453, 'RhythmMamba.rlap': 0.0831629171362493, 'PhysFormer.rlap': 0.1731629171362385, 'ME-chunk.rlap': 0.1731629171362385, 'ME-flow.rlap': 0.3531629171362453}",0.4625202,0.38304645,0.4857873,0.114411786,0.49167734,0.0,0.21606351,0.068290725,0.046873014,0.99352354,0.3466901
DATASET_2_subject4,EfficientPhys.rlap,"{'TSCAN.rlap': 4.447244668505178, 'PhysNet.rlap': 4.267244668505185, 'EfficientPhys.rlap': 2.5572446685051773, 'PhysMamba.rlap': 4.087244668505178, 'RhythmMamba.rlap': 4.177244668505182, 'PhysFormer.rlap': 4.267244668505185, 'ME-chunk.rlap': 4.447244668505178, 'ME-flow.rlap': 4.987244668505184}",0.552529,0.5742618,0.5983669,0.122956425,0.52061784,0.0,0.112316824,0.05516401,0.073350996,0.8327155,0.3629224
DATASET_2_subject40,EfficientPhys.rlap,"{'TSCAN.rlap': 0.6606835697791524, 'PhysNet.rlap': 0.570683569779149, 'EfficientPhys.rlap': 0.2106835697791496, 'PhysMamba.rlap': 0.570683569779149, 'RhythmMamba.rlap': 0.6606835697791524, 'PhysFormer.rlap': 0.4806835697791456, 'ME-chunk.rlap': 0.570683569779149, 'ME-flow.rlap': 0.4806835697791456}",0.54119736,0.4811702,0.57757014,0.0804554,0.4995916,0.0,0.104978696,0.05374451,0.05139549,0.9338228,0.36021477
DATASET_2_subject41,PhysMamba.rlap,"{'TSCAN.rlap': 2.443036443400814, 'PhysNet.rlap': 1.1830364434008231, 'EfficientPhys.rlap': 2.353036443400825, 'PhysMamba.rlap': 0.8230364434008237, 'RhythmMamba.rlap': 1.7230364434008152, 'PhysFormer.rlap': 1.3630364434008158, 'ME-chunk.rlap': 1.0930364434008195, 'ME-flow.rlap': 1.4530364434008192}",0.51929665,0.5012991,0.5458566,0.21765493,0.49368355,0.0,1.0,0.056235775,0.06304758,0.9122852,0.3331671
DATASET_2_subject42,TSCAN.rlap,"{'TSCAN.rlap': 2.116825248181968, 'PhysNet.rlap': 2.386825248181978, 'EfficientPhys.rlap': 2.386825248181978, 'PhysMamba.rlap': 2.386825248181978, 'RhythmMamba.rlap': 2.4768252481819677, 'PhysFormer.rlap': 2.4768252481819677, 'ME-chunk.rlap': 2.4768252481819677, 'ME-flow.rlap': 2.4768252481819677}",0.44533703,0.54101634,0.46853805,0.11886871,0.5175926,0.0,0.13278802,0.056697667,0.119620755,0.9169788,0.35343692
DATASET_2_subject43,PhysMamba.rlap,"{'TSCAN.rlap': 1.3628231409384313, 'PhysNet.rlap': 1.092823140938421, 'EfficientPhys.rlap': 1.272823140938428, 'PhysMamba.rlap': 0.6428231409384324, 'RhythmMamba.rlap': 1.0028231409384318, 'PhysFormer.rlap': 1.092823140938421, 'ME-chunk.rlap': 0.9128231409384284, 'ME-flow.rlap': 0.822823140938425}",0.5188889,0.48907888,0.6093523,0.12596172,0.52709347,0.0,0.15464109,0.055487618,0.085485466,0.8893006,0.34968737
DATASET_2_subject44,EfficientPhys.rlap,"{'TSCAN.rlap': 3.908063646883861, 'PhysNet.rlap': 3.4580636468838577, 'EfficientPhys.rlap': 2.8280636468838622, 'PhysMamba.rlap': 3.278063646883865, 'RhythmMamba.rlap': 3.998063646883864, 'PhysFormer.rlap': 3.548063646883861, 'ME-chunk.rlap': 3.3680636468838543, 'ME-flow.rlap': 3.638063646883865}",0.47816867,0.5238851,0.5265441,0.3118287,0.5436092,0.0,0.13873935,0.047997776,0.11818704,0.99558586,0.3522782
DATASET_2_subject45,TSCAN.rlap,"{'TSCAN.rlap': nan, 'PhysNet.rlap': 1.4390703362817303, 'EfficientPhys.rlap': 0.8990703362817385, 'PhysMamba.rlap': 1.259070336281738, 'RhythmMamba.rlap': 1.259070336281738, 'PhysFormer.rlap': 1.1690703362817343, 'ME-chunk.rlap': 1.259070336281738, 'ME-flow.rlap': 1.259070336281738}",0.47885752,0.36707217,0.5076146,0.06130468,0.41645008,0.0,0.18259756,0.06647556,0.037478458,0.9817911,0.37611017
DATASET_2_subject46,PhysFormer.rlap,"{'TSCAN.rlap': 3.690976188752444, 'PhysNet.rlap': 3.96097618875244, 'EfficientPhys.rlap': 4.140976188752447, 'PhysMamba.rlap': 3.420976188752448, 'RhythmMamba.rlap': 4.140976188752447, 'PhysFormer.rlap': 3.240976188752441, 'ME-chunk.rlap': 3.510976188752437, 'ME-flow.rlap': 3.96097618875244}",0.53466856,0.41086385,0.5681204,0.12244324,0.47433314,0.0,0.27335802,0.051493555,0.06466704,0.98439026,0.35013536
DATASET_2_subject47,EfficientPhys.rlap,"{'TSCAN.rlap': 1.466470482144814, 'PhysNet.rlap': 1.73647048214481, 'EfficientPhys.rlap': 0.1164704821448054, 'PhysMamba.rlap': 1.8264704821448132, 'RhythmMamba.rlap': 2.096470482144809, 'PhysFormer.rlap': 1.2864704821448072, 'ME-chunk.rlap': 1.73647048214481, 'ME-flow.rlap': 2.276470482144802}",0.54982835,0.40992698,0.5823193,0.13001828,0.4671347,0.0,0.08822019,0.05127754,0.05196917,0.987899,0.3548464
DATASET_2_subject48,PhysMamba.rlap,"{'TSCAN.rlap': 0.1237865153779438, 'PhysNet.rlap': 0.1462134846220664, 'EfficientPhys.rlap': 0.5062134846220658, 'PhysMamba.rlap': 0.0562134846220629, 'RhythmMamba.rlap': 0.326213484622059, 'PhysFormer.rlap': 0.0562134846220629, 'ME-chunk.rlap': 0.1462134846220664, 'ME-flow.rlap': 0.0562134846220629}",0.49152774,0.41790316,0.52656823,0.23614103,0.4602403,0.0,1.0,0.04845956,0.059780423,0.9606842,0.36394587
DATASET_2_subject49,PhysFormer.rlap,"{'TSCAN.rlap': 0.9104418016325866, 'PhysNet.rlap': 0.1904418016325877, 'EfficientPhys.rlap': 0.2804418016325911, 'PhysMamba.rlap': 0.1004418016325843, 'RhythmMamba.rlap': 0.1904418016325877, 'PhysFormer.rlap': 0.0104418016325809, 'ME-chunk.rlap': 0.0104418016325809, 'ME-flow.rlap': 0.0104418016325809}",0.48766086,0.5059392,0.5395122,0.12718269,0.52572006,0.0,0.7479408,0.05655254,0.098536864,0.99020225,0.3463139
DATASET_2_subject5,TSCAN.rlap,"{'TSCAN.rlap': 0.3202258260487127, 'PhysNet.rlap': 0.3202258260487127, 'EfficientPhys.rlap': 0.4102258260487161, 'PhysMamba.rlap': 0.4102258260487161, 'RhythmMamba.rlap': 0.5902258260487088, 'PhysFormer.rlap': 0.4102258260487161, 'ME-chunk.rlap': 0.5002258260487054, 'ME-flow.rlap': 0.5002258260487054}",0.48862168,0.66203904,0.5388808,0.10648561,0.5460827,0.0,0.13294692,0.077423654,0.08234011,0.8066121,0.3488733
DATASET_2_subject8,PhysNet.rlap,"{'TSCAN.rlap': 0.5232838455118696, 'PhysNet.rlap': 0.2532838455118593, 'EfficientPhys.rlap': 0.7032838455118622, 'PhysMamba.rlap': 0.3432838455118627, 'RhythmMamba.rlap': 0.2532838455118593, 'PhysFormer.rlap': 0.4332838455118661, 'ME-chunk.rlap': 0.5232838455118696, 'ME-flow.rlap': 0.5232838455118696}",0.5333279,0.52037805,0.6064327,0.081252895,0.5165312,0.0,0.13614365,0.0794695,0.078728475,0.80368084,0.36745393
DATASET_2_subject9,PhysFormer.rlap,"{'TSCAN.rlap': 3.612705079607508, 'PhysNet.rlap': 2.892705079607495, 'EfficientPhys.rlap': 3.072705079607502, 'PhysMamba.rlap': 1.6327050796075042, 'RhythmMamba.rlap': 2.7127050796075025, 'PhysFormer.rlap': 1.2727050796075048, 'ME-chunk.rlap': 2.082705079607493, 'ME-flow.rlap': 2.082705079607493}",0.5309653,0.4482906,0.56500036,0.13586351,0.4730492,0.0,0.09072908,0.049945723,0.06926863,0.7982727,0.3262289
DATASET_1_10-gt,TSCAN.rlap,"{'TSCAN.rlap': 0.491810181923654, 'PhysNet.rlap': 0.491810181923654, 'EfficientPhys.rlap': 0.5818101819236574, 'PhysMamba.rlap': 0.9418101819236568, 'RhythmMamba.rlap': 0.76181018192365, 'PhysFormer.rlap': 0.76181018192365, 'ME-chunk.rlap': 1.031810181923646, 'ME-flow.rlap': 0.9418101819236568}",0.45234817,0.7552246,0.50763303,0.09884927,0.5405499,0.0,0.12586536,0.09440634,0.061110593,0.9893695,0.35544086
DATASET_1_11-gt,PhysNet.rlap,"{'TSCAN.rlap': 0.1202201425746949, 'PhysNet.rlap': 0.0302201425746915, 'EfficientPhys.rlap': 0.1497798574253011, 'PhysMamba.rlap': 0.3902201425746909, 'RhythmMamba.rlap': 0.3002201425746875, 'PhysFormer.rlap': 0.3002201425746875, 'ME-chunk.rlap': 0.3002201425746875, 'ME-flow.rlap': 0.2102201425746983}",0.5151015,0.68220675,0.5450505,0.10990361,0.5454139,0.0,0.04361984,0.07648014,0.05009604,0.99272597,0.35918665
DATASET_1_12-gt,EfficientPhys.rlap,"{'TSCAN.rlap': 0.6466433580091291, 'PhysNet.rlap': 0.5566433580091257, 'EfficientPhys.rlap': 0.1966433580091262, 'PhysMamba.rlap': 0.5566433580091257, 'RhythmMamba.rlap': 0.1966433580091262, 'PhysFormer.rlap': 0.4666433580091222, 'ME-chunk.rlap': 0.4666433580091222, 'ME-flow.rlap': 0.4666433580091222}",0.57152206,0.7635472,0.66599876,0.13487504,0.55704135,0.0,0.258176,0.061436664,0.025117073,0.95999306,0.35929286
DATASET_1_5-gt,PhysFormer.rlap,"{'TSCAN.rlap': 1.1973351866089956, 'PhysNet.rlap': 1.1973351866089956, 'EfficientPhys.rlap': nan, 'PhysMamba.rlap': 1.1073351866089922, 'RhythmMamba.rlap': 1.017335186609003, 'PhysFormer.rlap': 0.9273351866089996, 'ME-chunk.rlap': 1.017335186609003, 'ME-flow.rlap': 1.1073351866089922}",0.40117896,0.5012712,0.396493,0.19016695,0.53813624,0.0,0.27247438,0.06518809,0.09922203,0.991205,0.33754763
DATASET_1_6-gt,PhysFormer.rlap,"{'TSCAN.rlap': 1.8014726593898729, 'PhysNet.rlap': 2.4314726593898683, 'EfficientPhys.rlap': 1.98147265938988, 'PhysMamba.rlap': 1.7114726593898697, 'RhythmMamba.rlap': 2.521472659389872, 'PhysFormer.rlap': 1.5314726593898769, 'ME-chunk.rlap': 1.7114726593898697, 'ME-flow.rlap': 1.7114726593898697}",0.54430205,0.6524709,0.58513427,0.21269983,0.52192825,0.0,0.062215738,0.07373527,0.0793785,0.9929193,0.34335423
DATASET_1_7-gt,ME-chunk.rlap,"{'TSCAN.rlap': 1.479413209894446, 'PhysNet.rlap': 0.489413209894451, 'EfficientPhys.rlap': 0.3994132098944476, 'PhysMamba.rlap': 0.5794132098944544, 'RhythmMamba.rlap': 0.8494132098944505, 'PhysFormer.rlap': 0.489413209894451, 'ME-chunk.rlap': 0.219413209894455, 'ME-flow.rlap': 0.3994132098944476}",0.43889228,0.76445776,0.5104062,0.11994778,0.527528,0.0,0.15393186,0.09140853,0.046522602,0.9771946,0.3572551
DATASET_1_8-gt,PhysNet.rlap,"{'TSCAN.rlap': 4.474482870207879, 'PhysNet.rlap': 3.034482870207881, 'EfficientPhys.rlap': 4.654482870207886, 'PhysMamba.rlap': 4.024482870207883, 'RhythmMamba.rlap': 4.204482870207883, 'PhysFormer.rlap': 4.11448287020788, 'ME-chunk.rlap': 4.38448287020789, 'ME-flow.rlap': 4.654482870207886}",0.4859813,1.0057551,0.53496665,0.114252724,0.5495918,0.0,0.083749846,0.06979787,0.046412088,0.5683331,0.34769866
DATASET_1_after-exercise,ME-flow.rlap,"{'TSCAN.rlap': 7.413359330288387, 'PhysNet.rlap': 6.063359330288392, 'EfficientPhys.rlap': 7.413359330288387, 'PhysMamba.rlap': 6.693359330288388, 'RhythmMamba.rlap': 6.153359330288396, 'PhysFormer.rlap': 6.423359330288392, 'ME-chunk.rlap': 6.693359330288388, 'ME-flow.rlap': 5.973359330288403}",0.437931,0.90825474,0.48640716,0.10336474,0.5624533,0.0,0.30119738,0.094251715,0.043086,0.7580013,0.3516239
